row,col,nReadouts,nHits,disable
30,29,181,198,2
18,13,59,55,2
8,14,23,20,2
14,11,18,18,2
33,20,11,8,1
11,14,11,9,1
26,32,10,10,2
18,18,9,9,0
18,31,8,8,0
14,27,6,6,0
22,22,6,6,0
27,17,5,5,0
25,15,5,5,0
26,29,4,4,0
0,28,3,3,0
17,31,2,2,0
18,14,2,2,0
30,16,2,2,0
21,33,2,2,0
24,28,2,2,0
3,26,2,2,0
27,16,1,1,0
32,19,1,1,0
3,12,1,1,0
8,29,1,1,0
8,6,1,1,0
3,4,1,1,0
7,11,1,1,0
16,34,1,0,0
22,27,1,1,0
